id,severity,description,repository,source,opened_at,closed_at,html_url,line_number,filepath,pattern_internal_id
b06962dd-7d3e-45a6-a1cd-09ab122ec7ad,High,"The application was found executing string comparisons using one of `===`, `!==`, `==` or `!=` against security sensitive values.",jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,52,frontend/src/pages/auth/ResetPassword.jsx,Semgrep_javascript_timing_rule-possible-timing-attacks
bff7d0c2-976a-4651-9097-c908165f533a,High,"RegExp() called with a `key` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread.",jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,698,backend/controllers/marketingController.js,Semgrep_javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp
caaded73-d253-4545-b0ed-626733f0c599,Critical,User data flows into the host portion of this manually-constructed HTML. This can introduce a Cross-Site-Scripting (XSS) vulnerability if this comes from user-provided input.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,74,backend/controllers/supportController.js,Semgrep_javascript.express.security.injection.raw-html-format.raw-html-format
4f509f00-c933-4c12-ae9e-9d86a5db7032,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,15,backend/controllers/supportController.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
0fa1cf1d-ae6d-4a8a-a671-70291c81b014,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,54,backend/utils/helpers.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
4049b40d-6c44-4c9d-a2f0-5feec00158ec,Critical,The `RegExp` constructor was called with a non-literal value.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,698,backend/controllers/marketingController.js,Semgrep_javascript_dos_rule-non-literal-regexp
51c5ab8d-5743-477f-8983-8bafffeecc2e,High,"RegExp() called with a `key` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread.",jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,364,backend/services/emailService.js,Semgrep_javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp
fa5075a6-2172-4d57-86c0-183c26f4bf83,Critical,"'String comparisons using ''==='', ''!=='', ''!='' and ''=='' is vulnerable to timing attacks.",jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,52,frontend/src/pages/auth/ResetPassword.jsx,Semgrep_rules_lgpl_javascript_crypto_rule-node-timing-attack
c45b4195-e639-471f-91b7-43cba3e59f69,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,12,backend/models/DeletionRequest.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
77c32bd7-4817-42c3-9c1e-8db143f64d50,Critical,The `RegExp` constructor was called with a non-literal value.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,100,backend/services/googleReviewService.js,Semgrep_javascript_dos_rule-non-literal-regexp
56c8d99d-2c12-4a89-9308-2d3d82936879,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,12,backend/models/BreachIncident.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
042d2287-5c1c-4989-930a-beb7ccf2c5b6,High,"RegExp() called with a `key` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread.",jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,100,backend/services/googleReviewService.js,Semgrep_javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp
5e01745e-972f-4d9d-9937-1d5885df0e67,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,30,backend/routes/brandingRoutes.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
35380375-f44d-4b81-9727-756d88bdd9a0,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,196,frontend/src/pages/booking/PublicBooking.jsx,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
69b3e7ba-ab39-4e99-82da-348a1fc1a04c,Critical,"'String comparisons using ''==='', ''!=='', ''!='' and ''=='' is vulnerable to timing attacks.",jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,108,backend/utils/createCEO.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-timing-attack
2c8a10f3-e510-45e5-92c0-58961ba31b9e,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,523,backend/models/Payment.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
8f0a8796-bad9-4ea8-a0b6-52b88a3aa0f5,Critical,The `RegExp` constructor was called with a non-literal value.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,393,backend/workers/marketingCampaignWorker.js,Semgrep_javascript_dos_rule-non-literal-regexp
67f08353-7ce8-4e22-82eb-d34432dd5b4b,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,30,frontend/src/pages/onboarding/PricingWizard.jsx,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
1797546e-331a-49cd-aa52-ac70e31fc1bd,High,"The application was found executing string comparisons using one of `===`, `!==`, `==` or `!=` against security sensitive values.",jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,108,backend/utils/createCEO.js,Semgrep_javascript_timing_rule-possible-timing-attacks
d8eeb4fd-a09b-43d3-86ff-ccb349ba3d47,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,79,backend/services/errorHandlerService.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
bc2e9c55-22d5-448f-8f39-ffaffbf43ff2,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,86,backend/utils/structuredLogger.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
e9536d48-2ffb-4d50-887f-3778308850d5,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,172,backend/middleware/securityMiddleware.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
5f63ba67-86a4-4362-9d97-3ddac2f47f11,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,41,backend/middleware/fileUploadMiddleware.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
523827a5-a610-4ff6-9627-3ca95f38b752,High,"RegExp() called with a `key` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread.",jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,393,backend/workers/marketingCampaignWorker.js,Semgrep_javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp
bbc4eab3-7f9f-425a-9496-9d8f861c29f1,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T14:43:26.345Z,2025-12-20T15:06:28.913Z,,27,backend/routes/progressRoutes.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
2deddb4b-7542-434b-a3ea-f0010953f52c,High,Service 'mongodb' allows for privilege escalation via setuid or setgid binaries.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199472,6,docker-compose.yml,Semgrep_yaml.docker-compose.security.no-new-privileges.no-new-privileges
354054fd-2435-4ae7-ad9c-9aba2f477650,High,Service 'nginx' allows for privilege escalation via setuid or setgid binaries.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199519,150,docker-compose.yml,Semgrep_yaml.docker-compose.security.no-new-privileges.no-new-privileges
907a3a82-9811-428c-8fb3-743ae26a0ced,High,Service 'adminer' is running with a writable root filesystem.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199523,175,docker-compose.yml,Semgrep_yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service
7310e5a1-c7a8-414b-9099-4a6251b31700,High,Service 'redis' is running with a writable root filesystem.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199543,34,docker-compose.yml,Semgrep_yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service
8699c98d-b61f-4f1c-94f9-07b53eadb770,High,Service 'redis' allows for privilege escalation via setuid or setgid binaries.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199546,27,docker-compose.dev.yml,Semgrep_yaml.docker-compose.security.no-new-privileges.no-new-privileges
746e2a22-409b-4d53-a347-8c1ef46fd985,High,Service 'redis-commander' is running with a writable root filesystem.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199588,189,docker-compose.yml,Semgrep_yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service
63fde49f-098c-44d5-8420-abba84f1b470,High,Service 'nginx' is running with a writable root filesystem.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199590,150,docker-compose.yml,Semgrep_yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service
c4904934-d3fe-40d0-a697-ce011b223ce0,High,Service 'mongodb' allows for privilege escalation via setuid or setgid binaries.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199591,6,docker-compose.dev.yml,Semgrep_yaml.docker-compose.security.no-new-privileges.no-new-privileges
58f7bb36-6fd1-4818-8ddb-915746acbfd7,High,Service 'mongodb' is running with a writable root filesystem.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199593,6,docker-compose.dev.yml,Semgrep_yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service
afa356cc-36a5-44fe-bd0a-29a4975ba6e5,High,Service 'redis' is running with a writable root filesystem.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199595,27,docker-compose.dev.yml,Semgrep_yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service
3ec25c69-6ea6-4ebe-9e43-b84fcbd51274,High,Service 'redis' allows for privilege escalation via setuid or setgid binaries.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199597,34,docker-compose.yml,Semgrep_yaml.docker-compose.security.no-new-privileges.no-new-privileges
7b91896f-34e2-4c22-b83b-1aa29d17f2ff,High,Service 'redis-commander' allows for privilege escalation via setuid or setgid binaries.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199598,189,docker-compose.yml,Semgrep_yaml.docker-compose.security.no-new-privileges.no-new-privileges
3f953f60-b039-437c-a159-810b92bf8152,High,Service 'mongodb' is running with a writable root filesystem.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199600,6,docker-compose.yml,Semgrep_yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service
dfca6fef-0f23-408a-98dc-51b4938093d2,High,An action sourced from a third-party repository on GitHub is not pinned to a full length commit SHA. Pinning an action to a full length commit SHA is currently the only way to use an action as an immutable release.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199602,44,.github/workflows/ci.yml,Semgrep_yaml.github-actions.security.third-party-action-not-pinned-to-commit-sha.third-party-action-not-pinned-to-commit-sha
cd13952b-9f8a-48fe-a635-0329d265416d,High,Service 'adminer' allows for privilege escalation via setuid or setgid binaries.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422199604,175,docker-compose.yml,Semgrep_yaml.docker-compose.security.no-new-privileges.no-new-privileges
aea48c86-ec79-4fb0-8e1e-a717db6a3900,High,Detected that function argument `backupFile` has entered the fs module.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200047,227,backend/utils/backupDatabase.js,Semgrep_javascript.lang.security.audit.detect-non-literal-fs-filename.detect-non-literal-fs-filename
e83f9651-1504-45e6-82b3-01ab707131e0,High,Package dependencies with variant versions may lead to dependency hijack and confusion attacks.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200048,61,backend/package.json,Semgrep_json.npm.security.package-dependencies-check.package-dependencies-check
a4cfd02c-991f-4ce6-8777-3f6c90ceeae4,High,Package dependencies with variant versions may lead to dependency hijack and confusion attacks.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200049,40,backend/package.json,Semgrep_json.npm.security.package-dependencies-check.package-dependencies-check
564b9197-c7a6-4ced-99af-d40928796faf,High,Detected that function argument `req` has entered the fs module.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200050,184,backend/services/dataPortabilityService.js,Semgrep_javascript.lang.security.audit.detect-non-literal-fs-filename.detect-non-literal-fs-filename
147ebb11-918c-4c21-af8e-f2c2825aef3a,Critical,The application dynamically constructs file or path information.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200051,132,backend/utils/backupDatabase.js,Semgrep_javascript_pathtraversal_rule-non-literal-fs-filename
cd01f203-a89c-4b51-b831-ec602fa00046,High,Package dependencies with variant versions may lead to dependency hijack and confusion attacks.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200052,30,backend/package.json,Semgrep_json.npm.security.package-dependencies-check.package-dependencies-check
3af34f42-2420-4a56-a70a-d631d8c0a471,High,Package dependencies with variant versions may lead to dependency hijack and confusion attacks.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200053,57,backend/package.json,Semgrep_json.npm.security.package-dependencies-check.package-dependencies-check
481a2ddb-350c-4eba-b07d-f3776f9a78f2,Critical,The `RegExp` constructor was called with a non-literal value.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200054,144,backend/controllers/publicBookingController.js,Semgrep_javascript_dos_rule-non-literal-regexp
7d9e5c30-d40f-426f-a030-95f4a6eb1f31,Critical,Untrusted user input in findOne() function can result in NoSQL Injection.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200055,212,backend/controllers/stripeWebhookController.js,Semgrep_rules_lgpl_javascript_database_rule-node-nosqli-injection
0d2dc712-4c57-4697-a3ab-5772d2a71f1b,High,"This application is looping over user controlled objects, which can lead to a layer 7 denial of service vulnerability.",jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200056,196,backend/routes/widgetRoutes.js,Semgrep_rules_lgpl_javascript_dos_rule-layer7-object-dos
b7c67e4f-2b9e-40b2-9d03-aa0e16ffe2f7,High,"This application is looping over user controlled objects, which can lead to a layer 7 denial of service vulnerability.",jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200057,196,backend/controllers/resourceController.js,Semgrep_rules_lgpl_javascript_dos_rule-layer7-object-dos
8725dd38-02c5-4b4a-8c69-56281f7981ea,Critical,This application allows user-controlled URLs to be passed directly to HTTP client libraries.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200058,147,frontend/src/pages/dashboard/MultiLocationDashboard.jsx,Semgrep_rules_lgpl_javascript_ssrf_rule-node-ssrf
0db865df-2339-4ecc-a6cf-6c28e9a0ff85,High,Package dependencies with variant versions may lead to dependency hijack and confusion attacks.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200059,38,frontend/package.json,Semgrep_json.npm.security.package-dependencies-check.package-dependencies-check
a1043485-5e35-4638-8223-e58580803db4,High,Package dependencies with variant versions may lead to dependency hijack and confusion attacks.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200060,56,backend/package.json,Semgrep_json.npm.security.package-dependencies-check.package-dependencies-check
3715ce2f-65a2-4a06-8742-2507797727df,High,Package dependencies with variant versions may lead to dependency hijack and confusion attacks.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200061,32,frontend/package.json,Semgrep_json.npm.security.package-dependencies-check.package-dependencies-check
aea37051-dbad-403d-baa0-ca0b08240695,Critical,The application dynamically constructs file or path information.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200062,186,backend/utils/clearDatabase.js,Semgrep_javascript_pathtraversal_rule-non-literal-fs-filename
8c17b77e-e0fa-41cc-b761-f7599b202901,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200063,401,backend/scripts/seedUsers.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
01159b75-3c57-45e9-910a-de285a02a4fc,High,"This application is looping over user controlled objects, which can lead to a layer 7 denial of service vulnerability.",jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200064,41,backend/controllers/ceoSubscriptionController.js,Semgrep_rules_lgpl_javascript_dos_rule-layer7-object-dos
fb8e3eb5-0c7c-44e9-a4eb-0828b2901c43,Critical,The application dynamically constructs file or path information.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200065,193,backend/utils/clearDatabase.js,Semgrep_javascript_pathtraversal_rule-non-literal-fs-filename
e5278543-5620-4b55-89c1-77fdfee42cc6,High,Detected string concatenation with a non-literal variable in a util.format / console.log function.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200066,83,backend/workers/reminderWorker.js,Semgrep_javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring
e66bc117-b673-452b-b7a9-3fbc4f2d0b9c,Critical,The application dynamically constructs file or path information.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200067,236,backend/utils/backupDatabase.js,Semgrep_javascript_pathtraversal_rule-non-literal-fs-filename
9567f3db-21a0-4b1d-bd36-9faa99f26202,Critical,The application dynamically constructs file or path information.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200068,125,backend/services/backupService.js,Semgrep_javascript_pathtraversal_rule-non-literal-fs-filename
a79cebf4-8a4e-40fe-8e7c-a67c3ee9a52f,High,Package dependencies with variant versions may lead to dependency hijack and confusion attacks.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200069,42,frontend/package.json,Semgrep_json.npm.security.package-dependencies-check.package-dependencies-check
34d3bc7e-9078-4eaf-ac1f-43884cdd3e0f,Critical,The application dynamically constructs file or path information.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200070,92,backend/services/backupService.js,Semgrep_javascript_pathtraversal_rule-non-literal-fs-filename
3b3a3229-b5be-492c-a8db-f5614df8184e,High,"By letting user input control CORS parameters, there is a risk that software does not properly verify that the source of data or communication is valid.",jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200071,74,backend/middleware/corsMiddleware.js,Semgrep_javascript.express.security.cors-misconfiguration.cors-misconfiguration
0bd31218-67dd-43c8-99af-ef947994e13f,High,Package dependencies with variant versions may lead to dependency hijack and confusion attacks.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200072,39,frontend/package.json,Semgrep_json.npm.security.package-dependencies-check.package-dependencies-check
8214a50e-4a9a-4c11-95fd-e8c2a7bf2714,Critical,Untrusted user input in findOne() function can result in NoSQL Injection.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200073,618,backend/controllers/tattooController.js,Semgrep_rules_lgpl_javascript_database_rule-node-nosqli-injection
c23b9d15-fb3f-418c-aad5-34272addd32a,High,Hardcoded passwords are a security risk.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200074,29,backend/scripts/testAndFixCEO.js,Semgrep_codacy.javascript.security.hard-coded-password
eb309cc7-54dc-4e3e-b0a8-b6e08e0594b7,High,Detected that function argument `backupFile` has entered the fs module.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200075,236,backend/utils/backupDatabase.js,Semgrep_javascript.lang.security.audit.detect-non-literal-fs-filename.detect-non-literal-fs-filename
8462f78a-f95b-4582-b973-1937cdd3a098,Critical,The application dynamically constructs file or path information.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200076,50,backend/utils/pdfGenerator.js,Semgrep_javascript_pathtraversal_rule-non-literal-fs-filename
a8036594-3087-41d4-a33b-024198037cff,High,Detected that function argument `req` has entered the fs module.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200077,283,backend/services/dataPortabilityService.js,Semgrep_javascript.lang.security.audit.detect-non-literal-fs-filename.detect-non-literal-fs-filename
04d13064-ce0d-42db-801d-2188a2cfd4b4,Critical,Untrusted user input in findOne() function can result in NoSQL Injection.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200078,113,backend/scripts/seedUsers.js,Semgrep_rules_lgpl_javascript_database_rule-node-nosqli-injection
0ba5b9b1-c746-4a90-a248-ed0d87dda8c4,High,Package dependencies with variant versions may lead to dependency hijack and confusion attacks.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200079,37,backend/package.json,Semgrep_json.npm.security.package-dependencies-check.package-dependencies-check
0d1f99b6-e582-4ed6-8a74-c612596dbf35,Critical,This rule identifies use of cryptographically weak random number generators.,jn-business-system,Codacy,2025-12-20T15:09:36.713Z,,https://app.codacy.com/p/766925/issues/index?resultDataId=131422200080,261,backend/scripts/seedUsers.js,Semgrep_rules_lgpl_javascript_crypto_rule-node-insecure-random-generator
